ISBN_13,titulo,autor
9788532506344.0,A linguagem das roupas,Alison Lurie
9788532507105.0,Ao Deus-Dará,Ian McEwan
9788532506849.0,O Caminho do Mago,Deepak Chopra
9788532505699.0,Uma Noite Em Curitiba,Cristovão Tezza
9788532507587.0,O Terceiro Gêmeo,Ken Follett
9788532507358.0,Memórias de um Cão,Peter Mayle
9788532506207.0,Um Lugar Chamado Liberdade,Ken Follett
,Os estrangeiros do trem N,SERGIO VILAS BOAS
9788532507273.0,Cães de Aluguel & Amor à Queima-Roupa,Quentin Tarantino
9788532507211.0,Ontem,Ágota Kristóf
9788532507266.0,O Mágico de Oz,Salman Rushdie
9788532507426.0,Fetiche,Valerie Steele
,Feitas Para Durar,Jim Collins
9788532512796.0,Confissões de Narciso,Autran Dourado
9788532507327.0,A criança no tempo,Ian McEwan
9788532507518.0,Vale a Pena Sonhar,Apolonio de Carvalho
9788532507365.0,A Parte do Fogo,Maurice Blanchot
9788532506955.0,O Poder da Fantasia,Ethel S. Person
9788532505873.0,O Comitê da Morte,Noah Gordon
9788532507648.0,"Leon Hirszman, o navegador das estrelas",Helena Salem
9788532508409.0,O seqüestro de Edgardo Mortara ,David I. Kertzer
9788532507495.0,"Mentiras Essenciais, verdades simples",Daniel Goleman
9788532507976.0,1876,Gore Vidal
9788532507235.0,Simisola,Ruth Rendell
9788532507051.0,A Cama na Varanda ,Regina Navarro Lins
9788532506948.0,Nos passos de Adão,Petru Popescu
9788532507891.0,Aquidauana,Mauro Pinheiro
9788532507198.0,O Pintor de Pássaros,Howard Norman
9788532507471.0,Tipos de Mentes,Daniel Dennett
,A DÚVIDA,Lucíano de Crescenzo
9788532507716.0,A Tentação da Inocência,Pascal Bruckner
9788532507280.0,Que Venha a Tempestade,Paul Bowles
9788532507259.0,Ponche de rum,Elmore Leonard 
9788532507129.0,"Vivendo Buda, vivendo Cristo",Thich Nhat Hanh 
9788532507914.0,Marte E Venus Juntos Para Sempre," John Gray, Ph.D."
9788532510884.0,América Púrpura,Rick Moody
9788532502193.0,Desobedecendo,Henry David Thoreau
9788532507525.0,Seda,Alessandro Baricco
9788532507846.0,Uma manhã em Tidewater,William Styron
,Trocando os Pés Pelas Mãos,Saul Bellow
9788532506856.0,O brasil Tatuado e outros mundos,Toni Marques
9788532507532.0,Memnoch ,Anne Rice
9788532507433.0,O futuro do capitalismo,Lester C Thurow
,A Espiã Improvável,Daniel Silva
,A Guerra das Imaginações,Doc Comparato
9788532506115.0,A caixa de natal,Richard Paul Evans
,A Mente Erótica,Rocco
9788532507297.0,Cem anos de uma paixão,Cláudia Mattos
9788532507617.0,Ordem na cidade,Marcos Luiz Bretas
9788532517210.0,Histórias Histéricas,Elaine Showalter
9788532507488.0,"Eu, Tituba, Feiticeira",Maryse Condé
9788532507983.0,A Ostra e o Vento,Walter Lima Jr
9788532513915.0,clara rosa vê vermelho,paula danziger
9788532507204.0,prova material,John T. Lescroart
9788532507303.0,Signos da Vida,Robert Pollack
9788532508980.0,Virtudes do medo,Gavin de Becker 
,Mao II,Don DeLillo
,A Cidade em Fuga,Rocco
,O Sexo e as Roupas,Rocco
,A vida por viver,Rocco
9788532523952.0,"Homens são de Marte, mulheres são de Vênus "," John Gray, Ph.D."
,SUTILEZAS DO GRITO,Carmen Moreno
9788561384586.0,A Ilha do Tempo Perdido,Silvana Gandolfi
9788532507396.0,Cambada de Arruaceiros,Tom Sharpe
9788532507709.0,Os funerais de Sardinha,Pierre Combescot
9788532507600.0,"Carnavais, malandros e heróis",Roberto DaMatta
9788532506887.0,Negação Extrema,David Morrell
9788532507594.0,A casa e a rua,Roberto DaMatta
9788532507600.0,"Carnavais, malandros e heróis",Roberto DaMatta
,Meditação para as novas mamães,Rocco
9788532511294.0,O Poder do Fluxo,Charlene Belitz
9788532506900.0,Cigarros São Sublimes,Richard Klein
,Abalando os anos 90,Rocco
9788532504692.0,Na Margem do Rio Piedra eu sentei e chorei,Paulo Coelho
,Amores Alterados,Rocco
9788532507785.0,A Sabedoria do Papa,Matthew E. Bunson
9788532508133.0,Laços de Família,Clarice Lispector
9788532506757.0,A escolha da Dra. Cole,Noah Gordon
9788532506870.0,Twister,Michael Crichton
9788532506320.0,Mundo Perdido,Michael Crichton
9788532506337.0,O homem que fazia chover,John Grisham
9788532506337.0,O homem que fazia chover,John Grisham
9788532503886.0,O Dossiê Pelicano,John Grisham
9788532508508.0,O Leopardo é um Animal Delicado,Marina Colasanti
9788532506535.0,Destinos Piores que a Morte,Kurt Vonnegut
9788532510815.0,witchlight,Marion Zimmer Bradley
9788532501271.0,O Trílio Negro,Marion Zimmer Bradley
,Chore para O Céu,Anne Rice
9788586331091.0,Sem açúcar com afeto,Sônia Hirsch
9788532507440.0,armadilha aerea,Michael Crichton
9788532504173.0,Cães Negros,Ian McEwan
9788532506627.0,A pequena vendedora de prosa,Daniel Pennac
9788532506436.0,Gostos adquiridos,Peter Mayle
,Só,Rocco
9788532506740.0,A Campanha,Carlos Fuentes
9788532506092.0,Lembre-se de mim,Mary Higgins Clark
9788532506283.0,O Desconsolado,Kazuo Ishiguro
9788532506450.0,Grande Hotel,Quentin Tarantino
9788532502315.0,"Julie, Confissões de Uma Drogada de 15 anos",Saul Bellow
9788532506986.0,Trainspotting & Cova Rasa,John Hodge
9788532506290.0,Acerto Final,David Rabe
9788532504814.0,O Cliente,John Grisham
9788532505811.0,O 13º Jurado,John T. Lescroart 
9788532506696.0,O Prazer Sagrado,Riane Eisler
9788532507556.0,Bem-vindo ao meu país,Lauren Slater
9788532506658.0,Os Números da Natureza,Ian Stewart
9788532506467.0,O Jogo do Fugitivo,Jonathan Littman
,Razão e Sensibilidade,Jane Austen
9788532505941.0,Flores Raras e Banalíssimas,Carmen L. Oliveira
9788532505910.0,Sonhos de uma teoria final,Steven Weinberg
9788532503831.0,Paz a Cada Passo,Thich Nhat Hanh 
9788532505675.0,O Quark e o Jaguar,Murray Gell-Mann
9788532508539.0,A Lei da Fazenda,Laura Zigman
9788532506771.0,This boy's life,Tobias Wolff
9788532506382.0,Limite,Saulo Pereira de Mello
9788532506528.0,jardim de cimento,Ian McEwan
9788532505804.0,As letras do meu nome,Grazia Livi
,Os três últimos dias de Fernando Pessoa,Antonio Tabucchi
9788532507136.0,Sonhos de sonhos,Antonio Tabucchi
9788532500489.0,Mary Reilly,Valerie Martin
9788532506726.0,Mundo fantasmo,Bráulio Tavares
9788532506726.0,Espinha Dorsal da Memória,Bráulio Tavares
9788532500816.0,A Conexão Bellarosa,Saul Bellow
9788532506511.0,Depois do anoitecer,Phillip Margolin
9788532506184.0,O Reino Periódico,P. W. Atkins
,Torre de Babel,Rocco
9788532506733.0,A Marca do Felino,Valerie Martin 
9788532504883.0,As Vidas de Chico Xavier,Marcel Souto Maior
9788532506351.0,Hildegard de Bingen,Régine Pernoud
9788532506078.0, As Estratégias Fatais,Jean Baudrillard
9788532506498.0,"Homens, mulheres e relacionamentos"," John Gray, Ph.D."
9788532506085.0,A seta do tempo,Martin Amis
9788532501714.0,Sol Negro,Julia Kristeva
,Alma Guerreira,Alan Duff
9788532510044.0,Shakespeare Apaixonado,Tom Stoppard
9788532501660.0,Sylvia,Gérard de Nerval
9788532506177.0,A Experiência,Yvonne Navarro
9788532506030.0,A mulher que eles chamavam fatal,MIREILLE DOTTIN-ORSINI
9788532506016.0,Os Samurais,Julia Kristeva
9788532509208.0,Grande Fala do Índio Guarani e Catedral de Colônia,Affonso Romano de Sant'Anna
9788532506641.0,Pavarotti - Meu Mundo,Luciano Pavarotti
9788532506993.0,Arthur Bispo do Rosário,Luciana Hidalgo
9788532505118.0,O Sétimo Selo,Melvyn Bragg
9788532506306.0,L' Atalante,Marina Warner
9788532508690.0,Lolita,Richard Corliss
9788532506757.0,A Escolha da Dra Cole,Noah Gordon 
9788532506542.0,Sede de Plenitude,Christina Grof
9788532514981.0,O cavaleiro do medo,R.L.Stine
,Mulheres que Correm com os Lobos,Clarissa Pinkola Estés
9788532506047.0,Lasher,Anne Rice
9788532506962.0,Taltos,Anne Rice
9788532507037.0,A Tentação do Coiote,Tony Hillerman
9788532506597.0,Reorganize sua bagagem,Richard J. Leider
9788532505736.0,A Lua dos Namorados,Alice Hoffman
9788532507006.0,Keith Jarrett no Blue Note,Silviano Santiago
9788532506030.0,A Mulher que Eles Chamam de Fatal,Mireille Dottin Orsini
9788532503954.0,"Jesuíno, o Profeta",Chico Anysio
,Muu,Jane Smiley
9788532506221.0,Pronto,Elmore Leonard 
9788532506931.0,Palimpsesto,Gore Vidal
,Vila Triste,Patrick Modiano
9788532506054.0,O rio que saía do Éden,Richard Dawkins
9788532506481.0,Um drink no inferno,"
 R$ 
"
9788532501196.0,As Valkírias,Paulo Coelho
9788532507112.0,O diamante de Jerusalém,Noah Gordon
9788532505262.0,Forrest Gump,Winston Groom
9788532508287.0,O Servo dos Ossos,Anne Rice
9788532505620.0,O bico do tentilhão,Jonathan Weiner
9788532505361.0,Pulp Fiction,Quentin Tarantino
9788532505583.0,A Câmara de Gás,John Grisham
,A Mulher e o Cinema - Os dois lados da câmera,E. Ann Kaplan
9788532510297.0,A Senhora Do Trílio,Marion Zimmer Bradley
9788532505538.0,Meu Pequeno Leonino,JOHN ASTROP
9788532505019.0,Libra,Don DeLillo
9788532506108.0,Afirma Pereira,Antonio Tabucchi
9788532505330.0,Zona Quente,Richard Preston
9788532510495.0,Amsterdam,Ian McEwan
9788532505941.0,Flores Raras e Banalíssimas,Carmen L. Oliveira
9788532506245.0,o retorno de merlin,Deepak Chopra
9788532505163.0,O Grande Roubo do Trem,Michael Crichton
9788532501103.0,"Adoro Música, Adoro Dançar",Mary Higgins Clark
9788532505453.0,Berlim Alexanderplatz,Alfred Döblin
9788532505040.0,Rosas para Lembrar,Phillip Margolin
9788532505101.0,Um Mundo Esperando Para Nascer,Morgan Scott Peck
9788532504319.0,A História do Ladrão de Corpos,Anne Rice
,Um Drink no Inferno,Quentin Tarantino
9788532505347.0,Dominando seus estados de espírito,Dr. Melvyn Kinder
9788532504807.0,Vejo Vocês em Breve,Mary Higgins Clark
9788532505682.0,O Alquimista,Paulo Coelho
9788532509307.0,Da Magia à Sedução,Alice Hoffman
9788532505903.0,As Valkírias,Paulo Coelho
9788532505972.0,Trapo,Cristovão Tezza
9788532504968.0,A Origem do Universo,John Barrow
9788532504944.0,Dobras no Tempo,George Smoot
9788532505897.0,Brida,Paulo Coelho
9788532505286.0,"Buracos negros, universos-bebês e outros ensaios",Stephen Hawking
9788532505156.0,Depois de Amanhã,Allan Folsom
9788532505781.0,Um Amigo do Mundo,Paul Bowles
9788532505231.0,O Dia da Coruja,Leonardo Sciascia
,Mensagem do Outro Lado do Mundo,Rocco
,A Jurada,Rocco
,emoção para valer,Antonio Carlos Vidigal
9788532505187.0,Anjo da Guarda,Sara Paretsky
9788532504982.0,Cantando a Plenos Pulmões,Claudia Bepko e Jo Ann Krestan
9788532505248.0,Diário de Luas,Carmen Moreno
,Restauração,Rose Tremain
9788532519399.0,Prisioneiras,Diane Hoh
9788532508683.0,A Casa de Chocolate,Loreta Loy
9788532506245.0,O Retorno de Merlim,Deepak Chopra
9788585781088.0,Poses e trejeitos,Maria Inez Turazzi
9788532505712.0,A estrada de Salamanca,Antenor Pimenta
9788532505194.0,A terceira mentira,Ágota Kristóf
9788532505644.0,O Alquimista,Paulo Coelho
,A Cura e a Mente,Rocco
9788532505392.0,Quatro Casamentos e um Funeral,Richard Curtis
9788532505408.0,Diana ou a caçadora solitária,Carlos Fuentes
9788532505385.0,Feitas para Durar,JAMES C. COLLINS
9788532505668.0,A desconstruçao do Masculino,Socrates Nolasco
9788532513755.0,Corações Migrantes,Maryse Condé
9788532508294.0,Marte e Vênus no Quarto," John Gray, Ph.D."
,As Confissões de Nat Turner,William Styron
,Os Princípios da Sedução,RIBEIRO
9788532505873.0,O Comitê da Morte,Noah Gordon
9788532505309.0,A Disciplina Dos Lideres De Mercado,Michael Treacy
9788532505323.0,Como Morremos,sherwin b. nuland
9788532510853.0,Mulher Solteira Procura Homem Impotente para Relacionamento Sério,Gaby Hauptmann
9788532505255.0,Cheiro Forte,Silviano Santiago
9788532505767.0,Argumentos Invisíveis,Leonardo Fróes
9788532505927.0,AS BALEIAS DO SAGUENAY,JOÃO BATISTA MELO
9788532506405.0,No tempo das diligências,Edward Buscombe
9788532505613.0,Rocco e seus irmãos,Sam Rohdie
9788532505378.0,Deus e o diabo na terra do sol,José Carlos Avellar
9788532505132.0,A escultura de si,Michel Onfray
9788532505385.0,Feitas Para Durar,Jim Collins
9788532505569.0,Meu Pequeno Escorpiano,John Astrop
9788532505507.0,Meu Pequeno Taurino,John Astrop
9788532505934.0,VIAGEM AO MÉXICO,Silviano Santiago
,eu não tenho que resolver tudo,Rocco
9788532500403.0,A Festa do Milênio,Rubens Figueiredo
9788532505217.0,O Corpo Humano,Luciano Trigo
9788532505422.0,Hotel Pastis,Peter Mayle
9780751539363.0,O Encantador de Cavalos,Nicholas Evans
9788532505033.0,Maktub,Paulo Coelho
9788532504876.0,A Casa da Floresta,Marion Zimmer Bradley
9788532504432.0,Tempo de Matar,John Grisham
9788532504586.0,As Virgens Suicidas,Jeffrey Eugenides
9788532504852.0,A Hora das Bruxas,Anne Rice
9788532500441.0,O clube da felicidade e da sorte,Amy Tan
9788532504449.0,Mulheres que Correm com os Lobos,Clarissa Pinkola Estés
9788532508362.0,Peso Perfeito,Deepak Chopra
9788532504524.0,Mistérios Gozosos,Affonso Romano de Sant'Anna
9788532504685.0,O piano,Jane Campion
9788532504579.0,Short Cuts,Raymond Carver
9788532504821.0,Em liberdade,Silviano Santiago
9788532505958.0,O encantador de cavalos,Nicholas Evans
9788532504647.0,Corpo Sem Idade; Mente Sem Fronteiras,Deepak Chopra
9788532507600.0,"Carnavais, malandros e heróis",Roberto DaMatta
9788532513762.0,Arte & mentiras ,Jeanette Winterson
9788532504678.0,Casa de Loucos,João Antonio
9788532502032.0,Minhas noites são mais belas que seus dias,Raphaële Billetdoux
9788532504722.0,Chá nas Montanhas,Paul Bowles
9788532504951.0,Os Três Últimos Minutos,Paul Davies
,Anjo negro,Antonio Tabucchi
9788532504548.0,Estrangeiros para nós mesmos,Julia Kristeva
9788532500427.0,Os Vestígios do Dia,Kazuo Ishiguro
9788532503824.0,Razões da Desordem,Wanderley Guilherme dos Santos
9788532506733.0,A Marca do Felino,Valerie Martin 
,Maximum Bob,Elmore Leonard 
9788532504654.0,História e Utopia,Emil Cioran
9788532504920.0,A invenção do Brasil moderno,Carlos Alberto M. Pereira
,Tecendo por trás dos panos,Maria Lúcia Rocha-Coutinho
,Amor de Monstro,Katherine Dunn
9788532504630.0,O Banquete,Muriel Spark
9788532504463.0,Jane Precisa de Ajuda,Joy Fielding
9788532504456.0,Guia do leitor para Uma breve história do tempo de Stephen Hawking,Stephen Hawking
9788532504692.0,Na Margem do Rio Piedra Eu Sentei e Chorei,Paulo Coelho
9788532504302.0,Planetas de sombra e de luz,Irène Andrieu
9788532505088.0,Escrever,Marguerite Duras
9788532505088.0,Escrever,Marguerite Duras
9788532504913.0,A Maquina Voadora,Bráulio Tavares
9788532504432.0,Tempo de Matar,John Grisham
,Literatura Comparada,Rocco
9788532521453.0,O Monstro,Diane Hoh
9788532504500.0,Qualquer Ferro Velho,Anthony Burgess
,Complexidade,Rocco
9788532504494.0,A Adalgisa,Carlo Emilio Gadda
9788532504623.0,Ao Vivo do Campo de Batalha,Peter Arnett
,"HELENA, HELENA, MEU AMOR",Luciano De Crescenzo
,Livro dos lobos,Rubens Figueiredo
9788532509895.0,Ressonância ,Barbara Miller Fishman
9788532504777.0,Tendências e Impasses,Heloisa Buarque de Hollanda
9788532504395.0,A Segunda Imprensa,Sergio Zobaran
9788532502865.0,O Homem que Conheceu o Amor,Affonso Romano de Sant'Anna
9788532504814.0,O Cliente,John Grisham
9788532504364.0,Romarias da paixão,Rubem César Fernandes
9788532500984.0,O Dom Supremo,Paulo Coelho
9788532504241.0,Os rios turvos,Luzilá 
,Os Cem Sentidos Secretos,Amy Tan
9788532501158.0,A Firma,John Grisham
9788532506788.0,Ensaios de Amor,Alain de Botton
9788532504036.0,O Teste do Ácido do Refresco Elétrico,Tom Wolfe
9788532504326.0,História da Literatura Erótica,Sarane Alexandrian
9788532503770.0,Volta ao Lar,John Bradshaw
9788532503763.0,Meu Companheiro,Maria Prestes
9788532503855.0,Hócus - Pócus,Kurt Vonnegut
9788533205154.0,Sol Nascente,Michael Crichton
9788532506238.0,A Criação de Mitos na Publicidade,Sal Randazzo
9788532504258.0,Como Um Romance,Daniel Pennac
,Toujours Provence,Peter Mayle
9788532503992.0,As Plantas e Sua Magia,Jacques Brosse
9788532503961.0,Nossa amiga feroz,Ronaldo Lima Lins
9788532506801.0,Teia de segredos,Joy Fielding
9788532506368.0,Duas mulheres de fibra,Velma Wallis
9788532504067.0,Xamã,Noah Gordon
9788532503978.0,O Novo Despertar da Deusa,Shirley Nicholson
9788532504043.0,Grana,Martin Amis
9788532504289.0,Lila,Robert Pirsig
,Revelação,Michael Crichton
,Boris Yeltsin,Rocco
9788532503893.0,Rastros de Sangue,Sara Paretsky 
9788532504180.0,Ao Vivo do Calvário,Gore Vidal
9788532500861.0,Campos de Londres,Martin Amis
9788532503909.0,A Tarde de Um Escritor,Peter Handke
9788532502131.0,O Conhecimento da Dor,Carlo Emilio Gadda
,A ILUSÃO DE SCORPIO,Robert Ludlum
9788532504081.0,O CANIBALISMO AMOROSO,Affonso Romano de Sant'Anna
9788532507419.0,Timeshifting,Stephan Rechtschaffen 
9788532503732.0,Lado Esquerdo do Meu Peito: Livro de Aprendizagem,Affonso Romano de Sant'Anna
9788532500342.0,O Diário de um Mago,Paulo Coelho
9788532504128.0,O mito da masculinidade,Socrates Nolasco
9788532501165.0,O Gosto do pecado,Angela Mendes de Almeida
,A Amizade,Francesco Alberoni
9788532517739.0,Trainspotting,Irvine Welsh
9788532503930.0,O Estranho Caso de Mademoiselle P.,Brian O'Doherty
9788532503923.0,Cemitério de navios,Mauro Pinheiro
,Revelação,Michael Crichton
9788532503800.0,O Caminho Para Gandolfo,Robert Ludlum
9788532504227.0,A Moral da Máscara,Patrice Bollon
,Minérios Domados ,Hélio Pelegrino
9788532503985.0,A Ópera ou a Derrota das Mulheres,Catherine Clément
,Anarquia Sexual,Rocco
9788532507037.0,A Tentação do Coiote,Tony Hillerman
9788532504296.0,anjos e extraterrestres,keith thompson
,Conta de Mentiroso - Sete ensaios de antropologia brasileira,Roberto DaMatta
9788532504005.0,A Vocação do Prazer,Rosa Maria Barboza de Araújo
9788532503817.0,O Palco dos Outros,Sérgio Britto
9788532504012.0,"Do Breviário Karmenotti sobre Suplícios, Tormentos, torturas e outras Dores",José Eduardo Alcázar
9788532504111.0,O CONQUISTADOR,Almeida Faria
9788532511867.0,Febre de Bola,Nick Hornby
9788532511867.0,Febre de Bola,Nick Hornby
9788532501028.0,Entrevista com o Vampiro,Anne Rice
9788532508744.0,A Maçã no Escuro,Clarice Lispector
9788532501219.0,Psicopata Americano,Bret Easton Ellis
9788532507884.0,Stellaluna,Janell Cannon
9788532500625.0,O Ultimato Bourne,Robert Ludlum
,Sou Francisco,Chico Anysio
9788532501073.0,Os Eleitos,Tom Wolfe
9788532501042.0,Amarga Fama: Uma Biografia de Sylvia Plath,Anne Stevenson
9788532512024.0,"Adeus, Princesa",Clara Pinto Correia
9788532506924.0,O jardineiro que tinha fé,Clarissa Pinkola Estés
9788532501141.0,A Besta,Peter Benchley
9788532503749.0,Um ano na Provence,Peter Mayle
9788532500786.0,A Sagração da Primavera,Modris Eksteins
9788532503695.0,A Primavera da Srta. Jean Brodie,Muriel Spark
9788532501110.0,Uma História de Família,Silviano Santiago
9788532501264.0,O Sobrinho de Wittgenstein,Thomas Bernhard
,As Valkírias,Paulo Coelho
9788532503800.0,O Caminho para Omaha,Robert Ludlum
9788532501288.0,Um Soldado da Grande Guerra,Mark Helprin
9788532501080.0,O Romance,James A. Michener
,Uma história do mundo em 10 1/2 capítulos,Julian Barnes 
9788532505798.0,Os Informantes,Bret Easton Ellis
9788532501257.0,"Eu, sua filha",Christiane Collange
9788532500601.0,O Ventre dos Filósofos,Michel Onfray
9788532500328.0,O Altruísmo e a Moral,Francesco Alberoni
9788532501028.0,Entrevista com o Vampiro,Anne Rice
9788532501226.0,O Inocente,Ian McEwan
9788532506191.0,Cidadão Kane,Laura Mulvey
9788532501349.0,Washington D. C. ,Gore Vidal
9788532501066.0,Danúbio,Claudio Magris
9788532501172.0,Sacher-Masoch: 1836 - 1895,Bernard Michel
9788532501325.0,Um artifício orgânico,Ricardo Azambuja Arnt
9788532500755.0,Os Pilares da Terra,Ken Follett
